id,output,cleaned_cl_marem,cleaned_cl_marco,cleaned_cl_ale,pattern,parsed_output,label
_1040935027163455488,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1040955384012386305,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1040961581633482752,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1040983712706506752,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1040983712706506752,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1040983712706506752,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1041002331658182656,: [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene un'}],Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1041003091078926336,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1041003091078926336,: [\'Hanno una cultura diversa dalla nostra\']\nSpiegazione:'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1041003669171396608,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1041004038593101825,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene uno""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1041004038593101825,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1041004038593101825,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1041036737521311745,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono una minaccia,marem
_1041036737521311745,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono una minaccia,marem
_1041036737521311745,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1041036737521311745,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1041605151298084864,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1041605151298084864,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1041648313202876417,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1042062623603404801,": ['Sono tutelati']\n\nInput: #Migranti, #""}]",Sono tutelati,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Sono tutelati|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Sono tutelati,marem
_1042062623603404801,": ['Sono tutelati']\n\nInput: #Migranti, #""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1042062623603404801,": [\'Sono un problema\']\n\nInput: ""La mia amica ha detto'}]",Sono degli estremisti religiosi,Sono un problema,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono un problema|Hanno una cultura diversa dalla nostra,Sono un problema,marco
_1042299826824798208,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1042308305199280129,": ['Peggiorano le nostre condizioni di vita']\nSpieg""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1042516782664306688,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1043794672592785414,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1043794672592785414,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1043951293998477312,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1044216427799031808,: [\'Portano degrado\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Portano degrado,ale
_1044216427799031808,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1044505438660808706,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1044545004558012417,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1044545004558012417,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1044652416917020682,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1044652416917020682,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono subdoli,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono subdoli|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1044878480234754049,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1044878480234754049,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono tutelati,Sono dei parassiti,Sono pericolosi,Sono tutelati|Sono dei parassiti|Sono pericolosi,Sono pericolosi,ale
_1044878480234754049,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1044897901783207937,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1044897901783207937,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Rovinano l'Italia,Sono incompatibili con noi,Sono pericolosi,Rovinano l'Italia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1044930735990337536,": ['Sono una minaccia']\nSpiegazione: La frase contiene informazioni""}]",Sono una minaccia,Sono subdoli,Portano degrado,Sono una minaccia|Sono subdoli|Portano degrado,Sono una minaccia,marem
_1044930735990337536,": ['Sono una minaccia']\nSpiegazione: La frase contiene informazioni""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono una minaccia,marem
_1045218387415183360,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1045218387415183360,": ['Peggiorano le nostre condizioni di vita']\n\nInput:""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1045218387415183360,": ['Peggiorano le nostre condizioni di vita']\n\nInput:""}]",Sono degli sfruttatori,Sono un problema,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono un problema|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1045268116115206144,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1045268116115206144,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1045761775025737729,": ['Sono subdoli']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1046113968039907329,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1046113968039907329,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono immorali,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono immorali|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1046357156633759744,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1046357156633759744,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1046670603405709312,": ['Peggiorano le nostre condizioni di vita']\nExplanation""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1046815535370031104,": ['Sono subdoli']\n\n Stereotipo: Sono sub""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono subdoli,marco
_1046815535370031104,": ['Sono incompatibili con noi']\n\nInput: La signora anziana""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1046853286207340544,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1046853286207340544,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene la""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1046871101354254336,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene due""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1046871101354254336,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene due""}]",Rovinano l'Italia,Sono immorali,Sono pericolosi,Rovinano l'Italia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1046998114446512128,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1046998114446512128,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1047030447920885761,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1047139988125749248,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1047158531923857410,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1047180145533042689,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1047180969940340736,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1047180969940340736,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1047182832416821251,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1047182832416821251,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
